Id,Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Land,E-Mail,Tel,Fax,Pruefung
banken_privat_88_18-08-2020,Sparkasse der Stadt Feldkirch,Sparkasse der Stadt Feldkirch Vereinssparkasse,Finanzen,Bank,"Sparkassenplatz 1, Postfach 50",6800,Feldkirch,Österreich,info@feldkirch.sparkasse.at,+435010043600,+4350100943600,18.08.2020
banken_privat_89_18-08-2020,Die Zweite Sparkasse,Die Zweite Wiener Vereins-Sparcasse,Finanzen,Bank,"Am Schweizer Garten 1, Objekt 2",1030,Wien,Österreich,wien7@diezweitesparkasse.at,+435010023092,,18.08.2020
salzburg_salzburg_1_19-08-2020,Bildungsdirektion Salzburg,Bildungsdirektion Salzburg,Bildung,Behörde,Mozartplatz 8-10,5010,Salzburg,Österreich,homepage@bildung-sbg.gv.at,+436628083,+4366280831099,19.08.2020
salzburg_salzburg_2_19-08-2020,Landespolizeidirektion Salzburg,Landespolizeidirektion Salzburg,Infrastruktur,Polizei,Alpenstraße 90,5020,Salzburg,Österreich,LPD-S@polizei.gv.at,+4359133500,+4359133507800,19.08.2020
salzburg_salzburg_3_18-08-2020,Wirtschaftskammer Salzburg,Wirtschaftskammer Salzburg,Interessensvertretung,Kammer,Julius-Raab-Platz 1,5027,Salzburg,Österreich,info@wks.at,+4366288880,+436628888188,18.08.2020
salzburg_salzburg_4_18-08-2020,Rechtanswaltskammer Salzburg,Rechtanswaltskammer Salzburg,Interessensvertretung,Kammer,Imbergstraße 31C,5020,Salzburg,Österreich,info@srak.at,+43662640042,+43662640428,18.08.2020
salzburg_salzburg_5_18-08-2020,Landeszahnärztekammer Salzburg,Landeszahnärztekammer Salzburg,Interessensvertretung,Kammer,Rochusgasse 4,5020,Salzburg,Österreich,office@sbg.zahnaerztekammer.at,+43505115020,+43505115025,18.08.2020
salzburg_salzburg_6_18-08-2020,Notariatskammer für Salzburg,Notariatskammer für Salzburg,Interessensvertretung,Kammer,Ignaz-Harrer-Straße 7,5020,Salzburg,Österreich,salzburg@notariatskammer.at,+43662845359,+436628453594,18.08.2020
salzburg_salzburg_7_18-08-2020,Ärztekammer Salzburg,Ärztekammer Salzburg,Interessensvertretung,Kammer,Faberstraße 10,5020,Salzburg,Österreich,aeksbg@aeksbg.at,+436628713270,+4366287132710,18.08.2020
salzburg_salzburg_8_18-08-2020,Apothekerkammer Salzburg,Apothekerkammer Salzburg,Interessensvertretung,Kammer,Alpenstraße 112/2,5020,Salzburg,Österreich,salzburg@apothekerkammer.at,+43662627496,+4366262751314,18.08.2020
salzburg_salzburg_9_18-08-2020,Arbeiterkammer Salzburg,Kammer für Arbeiter und Angestellte für Salzburg,Interessensvertretung,Kammer,Markus-Sittikus-Straße 10,5020,Salzburg,Österreich,kontakt@ak-salzburg.at,+436628687,+43662876258,18.08.2020
salzburg_salzburg_10_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Salzburg,Kammer der Steuerberater und Wirtschaftsprüfer Salzburg,Interessensvertretung,Kammer,Rainerstraße 5/3,5020,Salzburg,Österreich,salzburg@ksw.or.at,+436628711680,+436628711683,18.08.2020
salzburg_salzburg_11_18-08-2020,Kammer der ZiviltechnikerInnen für Oberösterreich und Salzburg,Kammer der ZiviltechnikerInnen für Oberösterreich und Salzburg,Interessensvertretung,Kammer,Kaarstraße 2/II,4040,Linz,Österreich,linz@arching-zt.at,+43732738394,+437327383944,18.08.2020
salzburg_salzburg_12_18-08-2020,Salzburger Landarbeiterkammer,Salzburger Kammer für Arbeiter und Angestellte in der Land- und Forstwirtschaft,Interessensvertretung,Kammer,"Schrannengasse 2/3/1, Postfach 11",5027,Salzburg,Österreich,landarbeiterkammer@lak-sbg.at,+436628712320,+436628712324,18.08.2020
bezirkshauptmannschaften_steiermark_1_19-08-2020,Magistrat Graz,Magistrat Graz,Bezirksbehörde,Administration,Hauptplatz 1,8010,Graz,Österreich,stadtverwaltung@graz.at,+433168720,+433168722369,19.08.2020
bezirkshauptmannschaften_steiermark_2_19-08-2020,BH Bruck-Mürzzuschlag,Bezirkshauptmannschaft Bruck-Mürzzuschlag,Bezirksbehörde,Administration,Dr.-Theodor-Körner-Straße 34,8600,Bruck an der Mur,Österreich,bhbm@stmk.gv.at,+4338628990,+433862899550,19.08.2020
bezirkshauptmannschaften_steiermark_3_19-08-2020,BH Deutschlandsberg,Bezirkshauptmannschaft Deutschlandsberg,Bezirksbehörde,Administration,Kirchengasse 12,8530,Deutschlandsberg,Österreich,bhdl@stmk.gv.at,+43346226060,+4334622606550,19.08.2020
bezirkshauptmannschaften_steiermark_4_19-08-2020,BH Graz-Umgebung,Bezirkshauptmannschaft Graz-Umgebung,Bezirksbehörde,Administration,Bahnhofgürtel 85,8020,Graz,Österreich,bhgu@stmk.gv.at,+4331670750,+433167075333,19.08.2020
bezirkshauptmannschaften_steiermark_5_19-08-2020,BH Hartberg-Fürstenfeld,Bezirkshauptmannschaft Hartberg-Fürstenfeld,Bezirksbehörde,Administration,Rochusplatz 2,8230,Hartberg,Österreich,bhhf@stmk.gv.at,+4333326060,+433332606550,19.08.2020
bezirkshauptmannschaften_steiermark_6_19-08-2020,BH Leibnitz,Bezirkshauptmannschaft Leibnitz,Bezirksbehörde,Administration,Kada-Gasse 12,8430,Leibnitz,Österreich,bhlb@stmk.gv.at,+433452829110,+43345282911550,19.08.2020
bezirkshauptmannschaften_steiermark_7_19-08-2020,BH Liezen,Bezirkshauptmannschaft Liezen,Bezirksbehörde,Administration,Hauptplatz 12,8940,Liezen,Österreich,bhli@stmk.gv.at,+43361228010,+4336122801550,19.08.2020
bezirkshauptmannschaften_steiermark_8_19-08-2020,BH Leoben,Bezirkshauptmannschaft Leoben,Bezirksbehörde,Administration,Peter Tunner-Straße 6,8700,Leoben,Österreich,bhln@stmk.gv.at,+433842455710,+43384245571550,19.08.2020
bezirkshauptmannschaften_steiermark_9_19-08-2020,BH Murtal,Bezirkshauptmannschaft Murtal,Bezirksbehörde,Administration,Kapellenweg 11,8750,Judenburg,Österreich,bhmt@stmk.gv.at,+433572832010,+43357283201550,19.08.2020
bezirkshauptmannschaften_steiermark_10_19-08-2020,BH Murau,Bezirkshauptmannschaft Murau,Bezirksbehörde,Administration,Bahnhofviertel 7,8850,Murau,Österreich,bhmu@stmk.gv.at,+43353221010,+4335322101550,19.08.2020
bezirkshauptmannschaften_steiermark_11_19-08-2020,BH Südoststeiermark,Bezirkshauptmannschaft Südoststeiermark,Bezirksbehörde,Administration,Bismarckstraße 11-13,8330,Feldbach,Österreich,bhso@stmk.gv.at,+43315225110,+4331522511550,19.08.2020
bezirkshauptmannschaften_steiermark_12_19-08-2020,BH Voitsberg,Bezirkshauptmannschaft Voitsberg,Bezirksbehörde,Administration,Schillerstraße 10,8570,Voitsberg,Österreich,bhvo@stmk.gv.at,+433142215200,+43314221520550,19.08.2020
bezirkshauptmannschaften_steiermark_13_19-08-2020,BH Weiz,Bezirkshauptmannschaft Weiz,Bezirksbehörde,Administration,Birkfelder Straße 28,8160,Weiz,Österreich,bhwz@stmk.gv.at,+4331726000,+433172600550,19.08.2020
steiermark_steiermark_1_19-08-2020,Bildungsdirektion für Steiermark,Bildungsdirektion für Steiermark,Bildung,Behörde,Körblergasse 23,8011,Graz Postfach,Österreich,bildungsdirektion@bildung-stmk.gv.at,+4350248345,,19.08.2020
steiermark_steiermark_2_19-08-2020,Landespolizeidirektion Steiermark,Landespolizeidirektion Steiermark,Infrastruktur,Polizei,Straßganger Straße 280,8052,Graz-Wetzelsdorf,Österreich,LPD-ST@polizei.gv.at,+4359133600,+4359133601009,19.08.2020
steiermark_steiermark_3_18-08-2020,Wirtschaftskammer Steiermark,Wirtschaftskammer Steiermark,Interessensvertretung,Kammer,Körblergasse 111-113,8010,Graz,Österreich,office@wkstmk.at,+43316601,+43316601361,18.08.2020
steiermark_steiermark_4_18-08-2020,Rechtanswaltskammer Steiermark,Rechtanswaltskammer Steiermark,Interessensvertretung,Kammer,Salzamtsgasse 3/IV,8010,Graz,Österreich,office@rakstmk.at,+433168302900,+43316829730,18.08.2020
steiermark_steiermark_5_18-08-2020,Landeszahnärztekammer Steiermark,Landeszahnärztekammer Steiermark,Interessensvertretung,Kammer,Marburger Kai 51/2,8010,Graz,Österreich,office@stmk.zahnaerztekammer.at,+43505118060,+43505118080,18.08.2020
steiermark_steiermark_6_18-08-2020,Notariatskammer für Steiermark,Notariatskammer für Steiermark,Interessensvertretung,Kammer,Wielandgasse 36/III,8010,Graz,Österreich,steiermark@notariatskammer.at,+43316825286,+433168252864,18.08.2020
steiermark_steiermark_7_18-08-2020,Ärztekammer Steiermark,Ärztekammer Steiermark,Interessensvertretung,Kammer,Kaiserfeldgasse 29,8010,Graz,Österreich,aek@aekstmk.or.at,+4331680440,+43316815671,18.08.2020
steiermark_steiermark_8_18-08-2020,Apothekerkammer Steiermark,Apothekerkammer Steiermark,Interessensvertretung,Kammer,Stadionplatz 2,8041,Graz-Liebenau,Österreich,steiermark@apothekerkammer.at,+43316475374,+4331647537422,18.08.2020
steiermark_steiermark_9_18-08-2020,Arbeiterkammer Steiermark,Kammer für Arbeiter und Angestellte für Steiermark,Interessensvertretung,Kammer,Hans-Resel-Gasse 8-14,8020,Graz,Österreich,redaktion@akstmk.at,+4357799,,18.08.2020
steiermark_steiermark_10_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,Interessensvertretung,Kammer,Leechgasse 25,8010,Graz,Österreich,stmk@ksw.or.at,+43316830830,+4331683083040,18.08.2020
steiermark_steiermark_11_18-08-2020,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Interessensvertretung,Kammer,Schönaugasse 7/1,8010,Graz,Österreich,office@ztkammer.at,+43316826344,+4331682634425,18.08.2020
steiermark_steiermark_12_20-08-2020,Steiermärkische Landarbeiterkammer,Steiermärkische Landarbeiterkammer,Interessensvertretung,Kammer,Raubergasse 20,8010,Graz,Österreich,office@lak-stmk.at,+433168325070,+4331683250720,20.08.2020
bezirkshauptmannschaften_tirol_1_19-08-2020,Magistrat Innsbruck,Stadtmagistrat Innsbruck,Bezirksbehörde,Administration,Maria-Theresien-Straße 18,6020,Innsbruck,Österreich,kontakt@magibk.at,+435125360,+43051253601767,19.08.2020
bezirkshauptmannschaften_tirol_2_19-08-2020,BH Imst,Bezirkshauptmannschaft Imst,Bezirksbehörde,Administration,Stadtplatz 1,6460,Imst,Österreich,bh.imst@tirol.gv.at,+4354126996,+43541269965215,19.08.2020
bezirkshauptmannschaften_tirol_3_18-08-2020,BH Innsbruck,Bezirkshauptmannschaft Innsbruck,Bezirksbehörde,Administration,Gilmstraße 2,6020,Innsbruck,Österreich,bh.innsbruck@tirol.gv.at,+43512508,+435125085005,18.08.2020
bezirkshauptmannschaften_tirol_4_18-08-2020,BH Kitzbühel,Bezirkshauptmannschaft Kitzbühel,Bezirksbehörde,Administration,Hinterstadt 28,6370,Kitzbühel,Österreich,bh.kitzbuehel@tirol.gv.at,+435356621310,+435356621316305,18.08.2020
bezirkshauptmannschaften_tirol_5_18-08-2020,BH Kufstein,Bezirkshauptmannschaft Kufstein,Bezirksbehörde,Administration,Bozner Platz 1 – 2,6332,Kufstein,Österreich,bh.kufstein@tirol.gv.at,+4353726060,+4353726066005,18.08.2020
bezirkshauptmannschaften_tirol_6_18-08-2020,BH Landeck,Bezirkshauptmannschaft Landeck,Bezirksbehörde,Administration,Innstraße 5,6500,Landeck,Österreich,bh.landeck@tirol.gv.at,+43544269960,+43544269965415,18.08.2020
bezirkshauptmannschaften_tirol_7_18-08-2020,BH Reutte,Bezirkshauptmannschaft Reutte,Bezirksbehörde,Administration,Obermarkt 5 - 7,6600,Reutte,Österreich,bh.reutte@tirol.gv.at,+43567269960,+43567269965605,18.08.2020
bezirkshauptmannschaften_tirol_8_18-08-2020,BH Schwaz,Bezirkshauptmannschaft Schwaz,Bezirksbehörde,Administration,Franz-Josef-Straße 25,6130,Schwaz,Österreich,bh.schwaz@tirol.gv.at,+43524269310,+43524269315805,18.08.2020
tirol_tirol_1_19-08-2020,Bildungsdirektion für Tirol,Bildungsdirektion für Tirol,Bildung,Behörde,Heiliggeiststraße 7,6020,Innsbruck,Österreich,office@bildung-tirol.gv.at,+435129012,,19.08.2020
tirol_tirol_2_19-08-2020,Landespolizeidirektion Tirol,Landespolizeidirektion Tirol,Infrastruktur,Polizei,Kaiserjägerstraße 8,6020,Innsbruck,Österreich,LPD-T@polizei.gv.at,+4359133700,,19.08.2020
tirol_tirol_3_18-08-2020,Wirtschaftskammer Tirol,Wirtschaftskammer Tirol,Interessensvertretung,Kammer,Wilhelm-Greil-Straße 7,6020,Innsbruck,Österreich,office@wktirol.at,+435909050,+435909051467,18.08.2020
tirol_tirol_4_18-08-2020,Rechtanswaltskammer Tirol,Rechtanswaltskammer Tirol,Interessensvertretung,Kammer,Meraner Straße 3/III,6020,Innsbruck,Österreich,office@tiroler-rak.at,+43512587067,+43512571384,18.08.2020
tirol_tirol_5_18-08-2020,Landeszahnärztekammer Tirol,Landeszahnärztekammer Tirol,Interessensvertretung,Kammer,Anichstraße 7/3,6020,Innsbruck,Österreich,office@tiroler.zahnaerztekammer.at,+43505116020,+43505116026,18.08.2020
tirol_tirol_6_18-08-2020,Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,Interessensvertretung,Kammer,Maximilianstraße 3,6010,Innsbruck,Österreich,Notariatskammer@nktv.at,+43512564141,+4351256414150,18.08.2020
tirol_tirol_7_18-08-2020,Ärztekammer Tirol,Ärztekammer Tirol,Interessensvertretung,Kammer,Anichstraße 7/IV,6020,Innsbruck,Österreich,kammer@aektirol.at,+43512520580,+4351252058130,18.08.2020
tirol_tirol_8_18-08-2020,Apothekerkammer Tirol,Apothekerkammer Tirol,Interessensvertretung,Kammer,Sparkassenplatz 3,6020,Innsbruck,Österreich,tirol@apothekerkammer.at,+435125870730,+435125870733,18.08.2020
tirol_tirol_9_18-08-2020,Arbeiterkammer Tirol,Kammer für Arbeiter und Angestellte für Tirol,Interessensvertretung,Kammer,Maximilianstraße 7,6020,Innsbruck,Österreich,innsbruck@ak-tirol.com,+435125340,+4351253401208,18.08.2020
tirol_tirol_10_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,Interessensvertretung,Kammer,Museumstraße 34/6. Stock,6020,Innsbruck,Österreich,tirol@ksw.or.at,+43512589012,+4351258901210,18.08.2020
tirol_tirol_11_18-08-2020,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Interessensvertretung,Kammer,Rennweg 1,6020,Innsbruck,Österreich,arch.ing.office@kammerwest.at,+43512588335,+435125883356,18.08.2020
tirol_tirol_12_18-08-2020,Landarbeiterkammer Tirol,Landarbeiterkammer Tirol,Interessensvertretung,Kammer,Neugasteig 18,6167,Neustift im Stubaital,Österreich,andreas.gleirscher@lkv-tirol.at,+436648398910,+43592923099,18.08.2020
vorarlberg_vorarlberg_1_19-08-2020,Bildungsdirektion für Vorarlberg,Bildungsdirektion für Vorarlberg,Bildung,Behörde,Bahnhofstraße 12,6900,Bregenz,Österreich,office@bildung-vbg.gv.at,+43557449600,+4355744960408,19.08.2020
vorarlberg_vorarlberg_2_19-08-2020,Amt der Vorarlberger Landesregierung,Amt der Vorarlberger Landesregierung,Landesbehörde,Administration,Römerstraße 15,6901,Bregenz Postfach,Österreich,land@vorarlberg.at,+4355745110,+435574511920095,19.08.2020
vorarlberg_vorarlberg_3_19-08-2020,Landespolizeidirektion Vorarlberg,Amt der Vorarlberger Landesregierung,Infrastruktur,Polizei,Bahnhofstraße 45,6900,Bregenz,Österreich,LPD-V@polizei.gv.at,+4359133800,+4359133801009,19.08.2020
vorarlberg_vorarlberg_4_18-08-2020,Wirtschaftskammer Vorarlberg,Wirtschaftskammer Vorarlberg,Interessensvertretung,Kammer,Wichnergasse 9,6800,Feldkirch,Österreich,info@wkv.at,+435522305,+435522305100,18.08.2020
vorarlberg_vorarlberg_5_18-08-2020,Rechtanswaltskammer Vorarlberg,Rechtanswaltskammer Vorarlberg,Interessensvertretung,Kammer,Marktplatz 11,6800,Feldkirch,Österreich,kammer@rechtsanwaelte-vorarlberg.at ,+43552271122,+4355227112211,18.08.2020
vorarlberg_vorarlberg_6_18-08-2020,Landeszahnärztekammer Vorarlberg,Landeszahnärztekammer Vorarlberg,Interessensvertretung,Kammer,Rösslepark 1,6800,Feldkirch,Österreich,office@vlbg.zahnaerztekammer.at,+43505116800,+43505116804,18.08.2020
vorarlberg_vorarlberg_7_18-08-2020,Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,Interessensvertretung,Kammer,Maximilianstraße 3,6010,Innsbruck,Österreich,Notariatskammer@nktv.at,+43512564141,+4351256414150,18.08.2020
vorarlberg_vorarlberg_8_18-08-2020,Ärztekammer Vorarlberg,Ärztekammer Vorarlberg,Interessensvertretung,Kammer,Schulgasse 17,6850,Dornbirn,Österreich,aek@aekvbg.at,+43557221900,+4355722190043,18.08.2020
vorarlberg_vorarlberg_9_18-08-2020,Apothekerkammer Vorarlberg,Apothekerkammer Vorarlberg,Interessensvertretung,Kammer,Bergstraße 8,6900,Bregenz,Österreich,vorarlberg@apothekerkammer.at,+43557443038,+4314028602956,18.08.2020
vorarlberg_vorarlberg_10_18-08-2020,Arbeiterkammer Vorarlberg,Kammer für Arbeiter und Angestellte für Vorarlberg,Interessensvertretung,Kammer,Widnau 2-4,6800,Feldkirch,Österreich,mailbox@ak-vorarlberg.at,+43502580,,18.08.2020
vorarlberg_vorarlberg_11_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,Interessensvertretung,Kammer,Schillerstraße 22,6890,Lustenau,Österreich,vorarlberg@ksw.or.at,+4355778262810,+4355778262813,18.08.2020
vorarlberg_vorarlberg_12_18-08-2020,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Interessensvertretung,Kammer,Rennweg 1,6020,Innsbruck,Österreich,arch.ing.office@kammerwest.at,+43512588335,+435125883356,18.08.2020
vorarlberg_vorarlberg_13_18-08-2020,Landarbeiterkammer Vorarlberg,Landarbeiterkammer Vorarlberg,Interessensvertretung,Kammer,Montfortstraße 9,6900,Bregenz,Österreich,dienstnehmer@lk-vbg.at,+435574400770,+435574400600,18.08.2020
wien_wien_1_19-08-2020,Obdach Wien,Obdach Wien gemeinnützige GmbH,Sozialleistungen,Dienstleister,Guglgasse 7-9,1030,Wien,Österreich,obdach.wien@fsw.at,+4350537940010,,19.08.2020
wien_wien_2_19-08-2020,AWZ Soziales Wien,AWZ Soziales Wien GmbH,Sozialleistungen,Dienstleister,Schlachthausgasse 37,1030,Wien,Österreich,office@awz-wien.at,+4350537970140,,19.08.2020
wien_wien_3_19-08-2020,Fonds Soziales Wien,Fonds Soziales Wien,Sozialleistungen,Dienstleister,Guglgasse 7-9,1030,Wien,Österreich,post@fsw.at ,+43505379,+435053798910099,19.08.2020
wien_wien_4_19-08-2020,FSW - Wiener Pflege- und Betreuungsdienste,FSW - Wiener Pflege- und Betreuungsdienste GmbH - Mobile Hauskrankenpflege - Fonds Soziales Wien (FSW),Sozialleistungen,Dienstleister,Guglgasse 7-9 / Stiege A / 2. Stock,1030,Wien,Österreich,mob.hkp.ak@fsw.at,+4312452430300,,19.08.2020
wien_wien_5_19-08-2020,Sucht- und Drogenkoordination Wien,Sucht- und Drogenkoordination Wien gemeinnützige GmbH,Sozialleistungen,Dienstleister,Modecenterstraße 14/A/2,1030,Wien,Österreich,office@sd-wien.at,+431400087375,+431400087340,19.08.2020
wien_wien_6_19-08-2020,Suchthilfe Wien,Suchthilfe Wien gemeinnützige GmbH,Sozialleistungen,Dienstleister,Gumpendorfer Gürtel 8,1080,Wien,Österreich,office@suchthilfe.at,+431400053600,+431400053699,19.08.2020
wien_wien_7_19-08-2020,Vereinigte Bühnen Wien,Vereinigte Bühnen Wien Ges.m.b.H.,Kultur,Museen / Theater,Linke Wienzeile 6,1060,Wien,Österreich,info@vbw.at,+431588301010,+43158830991010,19.08.2020
wien_wien_8_19-08-2020,Wiener Gesundheitsfonds,Wiener Gesundheitsfonds,Gesundheit,Dienstleister,Brigittenauer Lände 50-54,1200,Wien,Österreich,wiener.gesundheitsfonds@wien.gv.at,+431400084200,+43140009984200,19.08.2020
wien_wien_9_19-08-2020,Wiener Gesundheitsförderung,Wiener Gesundheitsförderung gemeinnützige GmbH,Gesundheit,Dienstleister,Treustraße 35 – 43,1200,Wien,Österreich,office@wig.or.at,+431400076905,+4340009976905,19.08.2020
wien_wien_10_19-08-2020,Wiener Gesundheitsverbund,Stadt Wien – Wiener Gesundheitsverbund,Gesundheit,Dienstleister,Thomas-Klestil-Platz 7/1,1030,Wien,Österreich,journaldienst@gesundheitsverbund.at,+431404090,+431404099967480,19.08.2020
wien_wien_11_19-08-2020,Wirtschaftsagentur Wien,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,Interessensvertretung,Dienstleister,Mariahilfer Straße 20,1070,Wien,Österreich,info@wirtschaftsagentur.at,+43125200,+43125200153,19.08.2020
wien_wien_12_19-08-2020,Bestattung Wien,Bestattung Wien GmbH,Infrastruktur,Dienstleister,Simmeringer Hauptstrasse 339,1110,Wien,Österreich,office@bestattungwien.at,+431501950,+4315019528509,19.08.2020
wien_wien_13_19-08-2020,Friedhöfe Wien,Friedhöfe Wien GmbH,Infrastruktur,Dienstleister,Simmeringer Hauptstrasse 339,1110,Wien,Österreich,post@friedhoefewien.at,+431534690,,19.08.2020
wien_wien_14_19-08-2020,Wiener Wohnen,Stadt Wien - Wiener Wohnen,Sozialleistungen,Dienstleister,Rosa-Fischer-Gasse 2,1030,Wien,Österreich,post@wrw.wien.gv.at,+435757575,,19.08.2020
wien_wien_15_19-08-2020,Wien Kanal,Wien Kanal (WKN),Infrastruktur,Dienstleister,"Modecenterstraße 14, Block C",1030,Wien,Österreich,post@wkn.wien.gv.at,+43140008030,,19.08.2020
wien_wien_16_19-08-2020,W24,WH Media GmbH,Infrastruktur,Dienstleister,Renngasse 5 / Top 4,1010,Wien,Österreich,office@w24.at,+4313683424,,19.08.2020
wien_wien_17_19-08-2020,Wien Energie,Wien Energie GmbH,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 14,1030,Wien,Österreich,office@wienenergie.at,+43140040,,19.08.2020
wien_wien_18_19-08-2020,Wien Holding,Wien Holding GmbH,Infrastruktur,Dienstleister,Universitätsstraße 11,1010,Wien,Österreich,office@wienholding.at,+43140825690,+431408256937,19.08.2020
wien_wien_19_19-08-2020,Wiener Stadtwerke,WIENER STADTWERKE GMBH,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 13,1030,Wien,Österreich,contact@wienerstadtwerke.at ,+431531230,,19.08.2020
wien_wien_20_19-08-2020,WienIT,WienIT EDV Dienstleistungsgesellschaft mbH & Co KG,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 13,1030,Wien,Österreich,office@wienit.at ,+435904050,,19.08.2020
wien_wien_21_19-08-2020,WIPARK,WIPARK Garagen GmbH,Infrastruktur,Dienstleister,Thomas-Klestil-Platz 13,1030,Wien,Österreich,office@wipark.at,+4316003022,+431600302248199,19.08.2020
wien_wien_22_19-08-2020,Bildungsdirektion für Wien,Bildungsdirektion für Wien,Bildung,Behörde,Wipplingerstraße 28,1010,Wien,Österreich,office@ssr-wien.gv.at,+431525250,,19.08.2020
wien_wien_23_19-08-2020,Landespolizeidirektion Wien,Landespolizeidirektion Wien,Infrastruktur,Polizei,Schottenring 7-9,1010,Wien,Österreich,LPD-W@polizei.gv.at,+431313100,+4313131072119,19.08.2020
wien_wien_24_19-08-2020,AKH Wien,Allgemeines Krankenhaus der Stadt Wien,Gesundheit,Krankenhaus,Währinger Gürtel 18-20,1090,Wien,Österreich,postakhint@akhwien.at,+431404000,+4314040912120,19.08.2020
wien_wien_25_19-08-2020,Klinik Landstraße,Klinik Landstraße,Gesundheit,Krankenhaus,Juchgasse 25,1030,Wien,Österreich,kla.post@gesundheitsverbund.at,+43171165,+431711651009,19.08.2020
wien_wien_26_19-08-2020,Klinik Hietzing,Klinik Hietzing,Gesundheit,Krankenhaus,Wolkersbergenstraße 1,1130,Wien,Österreich,journaldienst@gesundheitsverbund.at,+431801100,,19.08.2020
wien_wien_27_19-08-2020,Klinik Penzing,Klinik Penzing,Gesundheit,Krankenhaus,Baumgartner Höhe 1,1140,Wien,Österreich,kpe@gesundheitsverbund.at,+431910600,+4319106011309,19.08.2020
wien_wien_28_19-08-2020,SMZ Floridsdorf,Sozialmedizinisches Zentrum Floridsdorf,Gesundheit,Krankenhaus,Bentheimstraße 5,1210,Wien,Österreich,post.gzf@wienkav.at,+43127522,+431275228009,19.08.2020
wien_wien_29_19-08-2020,Klinik Donaustadt,Klinik Donaustadt,Gesundheit,Krankenhaus,Langobardenstraße 122,1220,Wien,Österreich,journaldienst@gesundheitsverbund.at,+431288020,+431288022050,19.08.2020
wien_wien_30_19-08-2020,Klinik Favoriten,Klinik Favoriten,Gesundheit,Krankenhaus,Kundratstraße 3,1100,Wien,Österreich,journaldienst@gesundheitsverbund.at,+431601910,,19.08.2020
wien_wien_31_19-08-2020,Therapiezentrum Ybbs,Therapiezentrum Ybbs,Gesundheit,Krankenhaus,Persenbeugerstraße 1-3,3370,Ybbs an der Donau,Österreich,journaldienst@gesundheitsverbund.at,+437412551000,,19.08.2020
wien_wien_32_19-08-2020,Wilhelminenspital,Wilhelminenspital,Gesundheit,Krankenhaus,Montleartstraße 37,1160,Wien,Österreich,journaldienst@gesundheitsverbund.at,+431491500,,19.08.2020
wien_wien_33_19-08-2020,Wirtschaftskammer Wien,Wirtschaftskammer Wien,Interessensvertretung,Kammer,Straße der Wiener Wirtschaft 1,1020,Wien,Österreich,info@wkw.at,+431514500,,19.08.2020
wien_wien_34_18-08-2020,Rechtanswaltskammer Wien,Rechtanswaltskammer Wien,Interessensvertretung,Kammer,Ertlgasse 2,1010,Wien,Österreich,kanzlei@rakwien.at,+43153327180,+431533271844,18.08.2020
wien_wien_35_18-08-2020,Landeszahnärztekammer Wien,Landeszahnärztekammer Wien,Interessensvertretung,Kammer,Kohlmarkt 11/6,1010,Wien,Österreich,office@wr.zahnaerztekammer.at,+43505111000,+43505111014,18.08.2020
wien_wien_36_18-08-2020,"Notariatskammer für Wien, Niederösterreich und Burgenland ","Notariatskammer für Wien, Niederösterreich und Burgenland ",Interessensvertretung,Kammer,Landesgerichtsstraße 20,1010,Wien,Österreich,kammer-wnb@notar.or.at,+43140245090,+4314063475,18.08.2020
wien_wien_37_18-08-2020,Ärztekammer Wien,Ärztekammer Wien,Interessensvertretung,Kammer,Weihburggasse 10-12,1010,Wien,Österreich,aekwien@aekwien.at,+431515010,+431515011209,18.08.2020
wien_wien_38_18-08-2020,Apothekerkammer Wien,Apothekerkammer Wien,Interessensvertretung,Kammer,Spitalgasse 31,1091,Wien Postfach,Österreich,wien@apothekerkammer.at,+43140414152,+4314088283,18.08.2020
wien_wien_39_18-08-2020,Arbeiterkammer Wien,Kammer für Arbeiter und Angestellte für Wien,Interessensvertretung,Kammer,Prinz-Eugen-Straße 20-22,1040,Wien,Österreich,akmailbox@akwien.at,+431501650,,18.08.2020
